SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200627,20060831,5,16,1,1.39,PRD0903972,CL00140,DEP00049,G00014,D00003,CUST0000044737,UM,PE,994102100191065,S,MM,Small Shop,Grocery,STORE00002,LS,W01
200627,20060828,2,18,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000311218,LA,OT,994102100357283,M,LA,Top Up,Mixed,STORE00002,LS,W01
200627,20060903,1,13,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000759998,LA,OF,994102100637240,M,LA,Small Shop,Fresh,STORE00002,LS,W01
200627,20060901,6,16,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,CUST0000692703,MM,OF,994102100594798,M,LA,Top Up,Fresh,STORE00002,LS,W01
200627,20060901,6,16,1,0.94,PRD0904756,CL00122,DEP00044,G00012,D00003,CUST0000692703,MM,OF,994102100594798,M,LA,Top Up,Fresh,STORE00002,LS,W01
200627,20060901,6,16,1,0.49,PRD0904896,CL00003,DEP00002,G00001,D00001,CUST0000692703,MM,OF,994102100594798,M,LA,Top Up,Fresh,STORE00002,LS,W01
200627,20060831,5,16,1,0.01,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000044737,UM,PE,994102100191065,S,MM,Small Shop,Grocery,STORE00002,LS,W01
200627,20060828,2,18,1,6.32,PRD0904602,CL00195,DEP00067,G00021,D00005,CUST0000311218,LA,OT,994102100357283,M,LA,Top Up,Mixed,STORE00002,LS,W01
200627,20060828,2,08,1,1.09,PRD0900614,CL00162,DEP00055,G00016,D00003,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,1,1.06,PRD0900705,CL00088,DEP00025,G00008,D00002,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,1,0.74,PRD0900733,CL00070,DEP00020,G00007,D00002,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,3,0.72,PRD0901064,CL00214,DEP00071,G00022,D00005,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060902,7,21,1,1.04,PRD0902941,CL00079,DEP00022,G00007,D00002,,,,994102100097017,S,MM,Small Shop,Fresh,STORE00003,LS,E01
200627,20060828,2,08,3,1.65,PRD0903002,CL00075,DEP00022,G00007,D00002,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,1,0.27,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,4,1.4,PRD0903078,CL00108,DEP00037,G00010,D00003,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,1,0.91,PRD0903269,CL00064,DEP00019,G00007,D00002,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060828,2,08,1,0.45,PRD0901506,CL00218,DEP00073,G00023,D00005,CUST0000534520,MM,PE,994102100495893,L,MM,Top Up,Mixed,STORE00003,LS,E01
200627,20060831,5,13,1,1.24,PRD0900086,CL00067,DEP00019,G00007,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,6.26,PRD0900789,CL00235,DEP00083,G00028,D00008,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.44,PRD0901234,CL00128,DEP00046,G00013,D00003,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,5.77,PRD0901292,CL00052,DEP00013,G00005,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.99,PRD0901316,CL00044,DEP00011,G00004,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,1.1,PRD0901535,CL00064,DEP00019,G00007,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.9,PRD0902253,CL00005,DEP00002,G00001,D00001,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.92,PRD0902819,CL00218,DEP00073,G00023,D00005,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.97,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,3,2.04,PRD0903607,CL00069,DEP00020,G00007,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.51,PRD0904066,CL00049,DEP00012,G00004,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,0.49,PRD0904896,CL00003,DEP00002,G00001,D00001,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,1.56,PRD0901309,CL00033,DEP00008,G00004,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,7,0.07,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,1,1.17,PRD0900376,CL00076,DEP00022,G00007,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,3,1.62,PRD0900882,CL00069,DEP00020,G00007,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060831,5,13,3,1.53,PRD0902137,CL00069,DEP00020,G00007,D00002,CUST0000201797,UM,YA,994102100288823,L,UM,Top Up,Fresh,STORE00006,LS,S01
200627,20060902,7,20,1,2.99,PRD0900193,CL00195,DEP00067,G00021,D00005,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.33,PRD0900231,CL00110,DEP00039,G00010,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.87,PRD0900414,CL00199,DEP00067,G00021,D00005,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.76,PRD0900531,CL00026,DEP00008,G00004,D00002,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,3,0.48,PRD0900736,CL00198,DEP00067,G00021,D00005,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.6,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.41,PRD0903130,CL00114,DEP00041,G00011,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,3,0.42,PRD0903211,CL00154,DEP00052,G00015,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.89,PRD0903228,CL00138,DEP00048,G00013,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.38,PRD0903898,CL00070,DEP00020,G00007,D00002,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.29,PRD0903998,CL00155,DEP00053,G00016,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.47,PRD0904599,CL00108,DEP00037,G00010,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,0.85,PRD0901720,CL00150,DEP00052,G00015,D00003,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,20,1,1.32,PRD0902317,CL00051,DEP00013,G00005,D00002,,,,994102100072617,L,LA,Full Shop,Mixed,STORE00007,SS,W02
200627,20060902,7,14,1,1.08,PRD0900302,CL00037,DEP00010,G00004,D00002,,,,994102100060093,M,LA,Small Shop,Grocery,STORE00008,MS,N01
200627,20060902,7,14,3,4.23,PRD0900868,CL00131,DEP00047,G00013,D00003,,,,994102100060093,M,LA,Small Shop,Grocery,STORE00008,MS,N01
200627,20060902,7,14,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,,,,994102100060093,M,LA,Small Shop,Grocery,STORE00008,MS,N01
200627,20060902,7,14,1,0.89,PRD0903228,CL00138,DEP00048,G00013,D00003,,,,994102100060093,M,LA,Small Shop,Grocery,STORE00008,MS,N01
200627,20060829,3,11,1,1.97,PRD0900173,CL00045,DEP00011,G00004,D00002,CUST0000785586,LA,YA,994102100652923,M,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060829,3,11,1,0.6,PRD0901141,CL00159,DEP00054,G00016,D00003,CUST0000785586,LA,YA,994102100652923,M,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060829,3,11,3,0.9,PRD0901522,CL00150,DEP00052,G00015,D00003,CUST0000785586,LA,YA,994102100652923,M,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060828,2,12,1,1.16,PRD0903072,CL00110,DEP00039,G00010,D00003,CUST0000963445,LA,OT,994102100764674,L,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060828,2,12,1,1.64,PRD0903117,CL00207,DEP00069,G00022,D00005,CUST0000963445,LA,OT,994102100764674,L,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060828,2,12,1,0.46,PRD0904080,CL00110,DEP00039,G00010,D00003,CUST0000963445,LA,OT,994102100764674,L,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060828,2,12,1,1.37,PRD0904311,CL00079,DEP00022,G00007,D00002,CUST0000963445,LA,OT,994102100764674,L,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060828,2,12,4,1.28,PRD0904470,CL00103,DEP00035,G00010,D00003,CUST0000963445,LA,OT,994102100764674,L,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060829,3,11,1,0.01,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000785586,LA,YA,994102100652923,M,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060828,2,12,3,0.03,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000963445,LA,OT,994102100764674,L,UM,Small Shop,Grocery,STORE00011,MS,W03
200627,20060830,4,15,1,0.81,PRD0900104,CL00111,DEP00039,G00010,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060902,7,16,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000459627,UM,,994102100449501,M,UM,Small Shop,Fresh,STORE00013,LS,N02
200627,20060830,4,15,1,1.63,PRD0900239,CL00023,DEP00008,G00004,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,7.73,PRD0900324,CL00058,DEP00016,G00006,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,1.7,PRD0900347,CL00162,DEP00055,G00016,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,0.19,PRD0900469,CL00163,DEP00055,G00016,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060902,7,16,1,0.75,PRD0900649,CL00140,DEP00049,G00014,D00003,CUST0000459627,UM,,994102100449501,M,UM,Small Shop,Fresh,STORE00013,LS,N02
200627,20060902,7,16,1,1.36,PRD0900888,CL00140,DEP00049,G00014,D00003,CUST0000459627,UM,,994102100449501,M,UM,Small Shop,Fresh,STORE00013,LS,N02
200627,20060830,4,15,1,0.92,PRD0900968,CL00144,DEP00051,G00015,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,3,5.19,PRD0900973,CL00067,DEP00019,G00007,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,3,3.99,PRD0901214,CL00070,DEP00020,G00007,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,3,6.6,PRD0901344,CL00206,DEP00069,G00022,D00005,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,1.88,PRD0901386,CL00148,DEP00052,G00015,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060902,7,16,1,3.04,PRD0901948,CL00023,DEP00008,G00004,D00002,CUST0000459627,UM,,994102100449501,M,UM,Small Shop,Fresh,STORE00013,LS,N02
200627,20060830,4,15,1,0.53,PRD0902198,CL00151,DEP00052,G00015,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,0.75,PRD0902887,CL00128,DEP00046,G00013,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,1.44,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,0.2,PRD0903164,CL00164,DEP00055,G00016,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,0.89,PRD0903228,CL00138,DEP00048,G00013,D00003,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,0.79,PRD0903385,CL00075,DEP00022,G00007,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,15,1,1.39,PRD0903806,CL00201,DEP00067,G00021,D00005,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060902,7,16,1,0.58,PRD0902450,CL00032,DEP00008,G00004,D00002,CUST0000459627,UM,,994102100449501,M,UM,Small Shop,Fresh,STORE00013,LS,N02
200627,20060830,4,15,1,1.25,PRD0903627,CL00079,DEP00022,G00007,D00002,CUST0000520764,MM,OT,994102100487464,L,LA,Full Shop,Mixed,STORE00013,LS,N02
200627,20060830,4,17,1,0.01,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000920463,UM,OA,994102100737948,S,XX,XX,XX,STORE00015,LS,E02
200627,20060829,3,17,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.74,PRD0900733,CL00070,DEP00020,G00007,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.51,PRD0900939,CL00151,DEP00052,G00015,D00003,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.25,PRD0900985,CL00092,DEP00027,G00008,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,2.11,PRD0901088,CL00010,DEP00003,G00002,D00001,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,1.26,PRD0901163,CL00073,DEP00021,G00007,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,3,5.19,PRD0901294,CL00033,DEP00008,G00004,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,1.64,PRD0901355,CL00036,DEP00009,G00004,D00002,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.13,PRD0901585,CL00103,DEP00035,G00010,D00003,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.85,PRD0901759,CL00067,DEP00019,G00007,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,1.29,PRD0901878,CL00043,DEP00011,G00004,D00002,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060902,7,21,3,0.3,PRD0902873,CL00070,DEP00020,G00007,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.86,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,3.84,PRD0903281,CL00204,DEP00068,G00022,D00005,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,3.6,PRD0903579,CL00232,DEP00082,G00027,D00008,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,0.84,PRD0903637,CL00063,DEP00019,G00007,D00002,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,1.31,PRD0903638,CL00207,DEP00069,G00022,D00005,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060902,7,21,1,0.98,PRD0904207,CL00015,DEP00004,G00003,D00001,,,,994102100036162,L,MM,Full Shop,Fresh,STORE00024,LS,W02
200627,20060902,7,08,1,9.77,PRD0904173,CL00100,DEP00033,G00009,D00002,CUST0000022242,MM,OA,994102100176633,S,MM,Small Shop,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,1.73,PRD0901243,CL00005,DEP00002,G00001,D00001,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060829,3,17,1,2.23,PRD0904723,CL00024,DEP00008,G00004,D00002,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060829,3,17,8,0.08,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000161412,UM,YA,994102100263765,L,UM,Top Up,Fresh,STORE00024,LS,W02
200627,20060831,5,13,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000101033,UM,YA,994102100226218,S,MM,Small Shop,Fresh,STORE00025,XLS,S02
200627,20060902,7,11,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000919497,MM,OT,994102100737312,M,MM,Top Up,Fresh,STORE00025,XLS,S02
200627,20060901,6,14,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994102100158377,L,LA,Top Up,Fresh,STORE00025,XLS,S02
200627,20060901,6,14,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,,,,994102100158377,L,LA,Top Up,Fresh,STORE00025,XLS,S02
200627,20060902,7,11,1,1.3,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000919497,MM,OT,994102100737312,M,MM,Top Up,Fresh,STORE00025,XLS,S02
200627,20060901,6,14,1,0.24,PRD0900716,CL00153,DEP00052,G00015,D00003,,,,994102100158377,L,LA,Top Up,Fresh,STORE00025,XLS,S02
200627,20060901,6,14,1,1.79,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994102100158377,L,LA,Top Up,Fresh,STORE00025,XLS,S02
200627,20060902,7,11,1,0.62,PRD0901353,CL00070,DEP00020,G00007,D00002,CUST0000919497,MM,OT,994102100737312,M,MM,Top Up,Fresh,STORE00025,XLS,S02
200627,20060831,5,13,1,0.5,PRD0901605,CL00138,DEP00048,G00013,D00003,CUST0000455602,MM,PE,994102100447026,M,UM,Small Shop,Grocery,STORE00025,XLS,S02
200627,20060901,6,14,1,0.53,PRD0901672,CL00104,DEP00036,G00010,D00003,,,,994102100158377,L,LA,Top Up,Fresh,STORE00025,XLS,S02
200627,20060831,5,13,1,0.07,PRD0902229,CL00222,DEP00076,G00023,D00005,CUST0000455602,MM,PE,994102100447026,M,UM,Small Shop,Grocery,STORE00025,XLS,S02
