SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION
200626,20060821,2,13,3,1.62,PRD0903450,CL00042,DEP00011,G00004,D00002,CUST0000890061,MM,PE,994102000719678,L,MM,Top Up,Fresh,STORE00001,LS,E02
200626,20060826,7,19,1,1.39,PRD0903806,CL00201,DEP00067,G00021,D00005,CUST0000013258,LA,OT,994102000172446,S,LA,Small Shop,Nonfood,STORE00001,LS,E02
200626,20060821,2,13,3,5.58,PRD0904613,CL00067,DEP00019,G00007,D00002,CUST0000890061,MM,PE,994102000719678,L,MM,Top Up,Fresh,STORE00001,LS,E02
200626,20060821,2,13,1,0.5,PRD0904739,CL00149,DEP00052,G00015,D00003,CUST0000890061,MM,PE,994102000719678,L,MM,Top Up,Fresh,STORE00001,LS,E02
200626,20060823,4,15,3,5.04,PRD0901543,CL00151,DEP00052,G00015,D00003,CUST0000472158,MM,YF,994102000458380,L,MM,Top Up,Mixed,STORE00001,LS,E02
200626,20060821,2,13,1,0.01,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000890061,MM,PE,994102000719678,L,MM,Top Up,Fresh,STORE00001,LS,E02
200626,20060821,2,13,1,21.5,PRD0902543,CL00085,DEP00024,G00007,D00002,CUST0000890061,MM,PE,994102000719678,L,MM,Top Up,Fresh,STORE00001,LS,E02
200626,20060821,2,11,1,0.9,PRD0900173,CL00045,DEP00011,G00004,D00002,CUST0000558077,MM,OA,994102000512012,M,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060826,7,16,1,6.79,PRD0903107,CL00058,DEP00016,G00006,D00002,CUST0000690503,UM,OT,994102000594986,S,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060826,7,16,1,1.03,PRD0904174,CL00042,DEP00011,G00004,D00002,CUST0000690503,UM,OT,994102000594986,S,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060821,2,11,1,1.17,PRD0904733,CL00067,DEP00019,G00007,D00002,CUST0000558077,MM,OA,994102000512012,M,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060821,2,11,1,0.49,PRD0904896,CL00003,DEP00002,G00001,D00001,CUST0000558077,MM,OA,994102000512012,M,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060821,2,11,4,0.04,PRD0903678,CL00222,DEP00076,G00023,D00005,CUST0000558077,MM,OA,994102000512012,M,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060821,2,11,1,0.81,PRD0901276,CL00002,DEP00001,G00001,D00001,CUST0000558077,MM,OA,994102000512012,M,UM,Small Shop,Fresh,STORE00002,LS,W01
200626,20060827,1,18,1,0.45,PRD0900039,CL00022,DEP00007,G00003,D00001,CUST0000492715,UM,YA,994102000471162,M,UM,Small Shop,Fresh,STORE00003,LS,E01
200626,20060826,7,21,1,1.03,PRD0900097,CL00001,DEP00001,G00001,D00001,CUST0000704690,LA,OT,994102000603955,S,LA,Small Shop,Mixed,STORE00003,LS,E01
200626,20060827,1,18,1,4.77,PRD0900640,CL00085,DEP00024,G00007,D00002,CUST0000492715,UM,YA,994102000471162,M,UM,Small Shop,Fresh,STORE00003,LS,E01
200626,20060826,7,21,1,0.96,PRD0902210,CL00162,DEP00055,G00016,D00003,CUST0000704690,LA,OT,994102000603955,S,LA,Small Shop,Mixed,STORE00003,LS,E01
200626,20060825,6,20,1,0.28,PRD0902453,CL00160,DEP00054,G00016,D00003,CUST0000704690,LA,OT,994102000603954,S,MM,Small Shop,Fresh,STORE00003,LS,E01
200626,20060824,5,14,1,0.61,PRD0903514,CL00073,DEP00021,G00007,D00002,CUST0000143543,MM,OA,994102000253912,S,LA,Small Shop,Fresh,STORE00003,LS,E01
200626,20060827,1,18,1,0.94,PRD0903686,CL00132,DEP00047,G00013,D00003,CUST0000492715,UM,YA,994102000471162,M,UM,Small Shop,Fresh,STORE00003,LS,E01
200626,20060825,6,20,1,2.51,PRD0904766,CL00079,DEP00022,G00007,D00002,CUST0000704690,LA,OT,994102000603954,S,MM,Small Shop,Fresh,STORE00003,LS,E01
200626,20060824,5,14,1,0.9,PRD0904915,CL00013,DEP00004,G00003,D00001,CUST0000143543,MM,OA,994102000253912,S,LA,Small Shop,Fresh,STORE00003,LS,E01
200626,20060821,2,16,1,0.32,PRD0903090,CL00218,DEP00073,G00023,D00005,CUST0000466439,MM,OF,994102000454770,S,MM,Small Shop,Nonfood,STORE00004,MS,E03
200626,20060824,5,11,1,1.09,PRD0900199,CL00013,DEP00004,G00003,D00001,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,3,1.92,PRD0900597,CL00205,DEP00069,G00022,D00005,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,3,18.78,PRD0900789,CL00235,DEP00083,G00028,D00008,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,1,5.44,PRD0901444,CL00229,DEP00081,G00027,D00008,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,1,1.14,PRD0901465,CL00005,DEP00002,G00001,D00001,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,3,4.77,PRD0902929,CL00027,DEP00008,G00004,D00002,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,1,1.62,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,3,4.98,PRD0904028,CL00207,DEP00069,G00022,D00005,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,1,0.95,PRD0904051,CL00001,DEP00001,G00001,D00001,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,3,4.98,PRD0904169,CL00207,DEP00069,G00022,D00005,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,1,2.23,PRD0904723,CL00024,DEP00008,G00004,D00002,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060824,5,11,1,1.45,PRD0903064,CL00154,DEP00052,G00015,D00003,CUST0000216185,UM,OA,994102000299236,L,UM,Top Up,Mixed,STORE00006,LS,S01
200626,20060821,2,16,1,1.08,PRD0900543,CL00006,DEP00002,G00001,D00001,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060821,2,16,1,1.51,PRD0901452,CL00140,DEP00049,G00014,D00003,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060824,5,13,1,0.68,PRD0901481,CL00020,DEP00005,G00003,D00001,,,,994102000068779,S,MM,Small Shop,Fresh,STORE00007,SS,W02
200626,20060821,2,16,1,0.14,PRD0903211,CL00154,DEP00052,G00015,D00003,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060821,2,16,1,2.39,PRD0903224,CL00195,DEP00067,G00021,D00005,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060821,2,16,6,2.04,PRD0903256,CL00063,DEP00019,G00007,D00002,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060821,2,16,1,0.8,PRD0904413,CL00205,DEP00069,G00022,D00005,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060821,2,16,1,1.16,PRD0904813,CL00046,DEP00012,G00004,D00002,CUST0000538022,MM,OT,994102000499479,L,MM,Top Up,Mixed,STORE00007,SS,W02
200626,20060822,3,17,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060821,2,08,3,2.46,PRD0900233,CL00007,DEP00003,G00002,D00001,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,2.73,PRD0900351,CL00206,DEP00069,G00022,D00005,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.12,PRD0900403,CL00157,DEP00053,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,3,1.62,PRD0900430,CL00007,DEP00003,G00002,D00001,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.67,PRD0900615,CL00160,DEP00054,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060821,2,08,1,1.54,PRD0900619,CL00208,DEP00069,G00022,D00005,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060821,2,08,1,3.91,PRD0900782,CL00086,DEP00024,G00007,D00002,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060821,2,08,1,1.74,PRD0900874,CL00206,DEP00069,G00022,D00005,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060827,1,08,3,3.15,PRD0900951,CL00079,DEP00022,G00007,D00002,CUST0000318364,UM,OA,994102000362652,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,1.3,PRD0901037,CL00162,DEP00055,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060824,5,15,1,1.89,PRD0901131,CL00212,DEP00070,G00022,D00005,,,,994102000003300,L,MM,Top Up,Grocery,STORE00015,LS,E02
200626,20060822,3,17,1,0.76,PRD0901150,CL00155,DEP00053,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060827,1,08,1,0.6,PRD0901237,CL00135,DEP00048,G00013,D00003,CUST0000318364,UM,OA,994102000362652,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060824,5,12,1,1.11,PRD0901257,CL00067,DEP00019,G00007,D00002,CUST0000219983,MM,YA,994102000301635,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060824,5,15,1,1.67,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994102000003300,L,MM,Top Up,Grocery,STORE00015,LS,E02
200626,20060824,5,15,1,0.81,PRD0901359,CL00201,DEP00067,G00021,D00005,,,,994102000003300,L,MM,Top Up,Grocery,STORE00015,LS,E02
200626,20060821,2,08,1,0.59,PRD0901534,CL00198,DEP00067,G00021,D00005,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060827,1,08,1,1.1,PRD0901535,CL00064,DEP00019,G00007,D00002,CUST0000318364,UM,OA,994102000362652,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,0.82,PRD0901542,CL00139,DEP00048,G00013,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,0.51,PRD0901589,CL00157,DEP00053,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060824,5,15,3,2.49,PRD0901705,CL00139,DEP00048,G00013,D00003,,,,994102000003300,L,MM,Top Up,Grocery,STORE00015,LS,E02
200626,20060821,2,08,1,0.83,PRD0901829,CL00007,DEP00003,G00002,D00001,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,0.88,PRD0901850,CL00162,DEP00055,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060824,5,15,1,1.27,PRD0902051,CL00131,DEP00047,G00013,D00003,,,,994102000003300,L,MM,Top Up,Grocery,STORE00015,LS,E02
200626,20060821,2,08,1,1.63,PRD0902090,CL00208,DEP00069,G00022,D00005,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060824,5,15,3,1.89,PRD0902648,CL00111,DEP00039,G00010,D00003,,,,994102000003300,L,MM,Top Up,Grocery,STORE00015,LS,E02
200626,20060822,3,17,3,7.32,PRD0902690,CL00067,DEP00019,G00007,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060821,2,08,1,1.66,PRD0902699,CL00070,DEP00020,G00007,D00002,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,0.81,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060824,5,12,1,0.54,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000219983,MM,YA,994102000301635,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,1.81,PRD0903081,CL00104,DEP00036,G00010,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.11,PRD0903250,CL00157,DEP00053,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.32,PRD0903302,CL00067,DEP00019,G00007,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,0.95,PRD0903362,CL00001,DEP00001,G00001,D00001,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060821,2,08,1,0.96,PRD0903455,CL00213,DEP00070,G00022,D00005,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,0.61,PRD0903514,CL00073,DEP00021,G00007,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,3,16.26,PRD0903815,CL00108,DEP00037,G00010,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060824,5,12,1,0.56,PRD0904044,CL00014,DEP00004,G00003,D00001,CUST0000219983,MM,YA,994102000301635,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,1.17,PRD0904243,CL00160,DEP00054,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060821,2,08,1,1.6,PRD0904272,CL00197,DEP00067,G00021,D00005,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060822,3,17,3,1.65,PRD0904424,CL00105,DEP00036,G00010,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.5,PRD0904511,CL00002,DEP00001,G00001,D00001,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060821,2,08,4,9.16,PRD0904543,CL00070,DEP00020,G00007,D00002,,,,994102000032421,L,MM,Top Up,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,2.11,PRD0904669,CL00207,DEP00069,G00022,D00005,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,0.96,PRD0904745,CL00157,DEP00053,G00016,D00003,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.49,PRD0904976,CL00040,DEP00010,G00004,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060822,3,17,1,1.45,PRD0904995,CL00075,DEP00022,G00007,D00002,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060827,1,08,1,2.66,PRD0900045,CL00075,DEP00022,G00007,D00002,CUST0000318364,UM,OA,994102000362652,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060827,1,08,1,2.69,PRD0901680,CL00075,DEP00022,G00007,D00002,CUST0000318364,UM,OA,994102000362652,M,UM,Small Shop,Fresh,STORE00015,LS,E02
200626,20060822,3,17,1,6.32,PRD0904602,CL00195,DEP00067,G00021,D00005,CUST0000138749,LA,YF,994102000251037,L,MM,Full Shop,Mixed,STORE00015,LS,E02
200626,20060825,6,15,3,2.34,PRD0900036,CL00129,DEP00046,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,0.81,PRD0900185,CL00043,DEP00011,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,2.76,PRD0900296,CL00070,DEP00020,G00007,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,1.73,PRD0900302,CL00037,DEP00010,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,4.45,PRD0900337,CL00126,DEP00046,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,3.72,PRD0900567,CL00138,DEP00048,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060824,5,19,1,1.05,PRD0901279,CL00043,DEP00011,G00004,D00002,CUST0000996326,MM,YA,994102000786662,S,UM,Small Shop,Fresh,STORE00024,LS,W02
200626,20060825,6,15,1,9.93,PRD0901335,CL00058,DEP00016,G00006,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,5.81,PRD0901504,CL00145,DEP00051,G00015,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,6.81,PRD0901560,CL00129,DEP00046,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,3.09,PRD0901638,CL00070,DEP00020,G00007,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,1.37,PRD0901684,CL00128,DEP00046,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,4.98,PRD0901735,CL00145,DEP00051,G00015,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,1.27,PRD0902051,CL00131,DEP00047,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,1.27,PRD0902460,CL00141,DEP00049,G00014,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,2.14,PRD0902468,CL00111,DEP00039,G00010,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,2.91,PRD0902700,CL00042,DEP00011,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060821,2,13,1,3.45,PRD0902743,CL00051,DEP00013,G00005,D00002,,,,994102000044942,M,MM,Top Up,Fresh,STORE00024,LS,W02
200626,20060825,6,15,1,0.94,PRD0902808,CL00045,DEP00011,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,2.51,PRD0902882,CL00029,DEP00008,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,1.59,PRD0903003,CL00140,DEP00049,G00014,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,0.98,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,1.4,PRD0903374,CL00042,DEP00011,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,2.13,PRD0903696,CL00041,DEP00011,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,9.2,PRD0903722,CL00051,DEP00013,G00005,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,2.19,PRD0904053,CL00129,DEP00046,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,0.64,PRD0904103,CL00139,DEP00048,G00013,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,1,2.49,PRD0904250,CL00045,DEP00011,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060825,6,15,3,3.27,PRD0904595,CL00111,DEP00039,G00010,D00003,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060821,2,13,1,0.47,PRD0904974,CL00101,DEP00034,G00010,D00003,,,,994102000044942,M,MM,Top Up,Fresh,STORE00024,LS,W02
200626,20060825,6,15,1,1.49,PRD0904976,CL00040,DEP00010,G00004,D00002,,,,994102000113225,L,MM,Full Shop,Mixed,STORE00024,LS,W02
200626,20060821,2,13,1,0.53,PRD0902277,CL00218,DEP00073,G00023,D00005,,,,994102000044942,M,MM,Top Up,Fresh,STORE00024,LS,W02
200626,20060821,2,13,4,2.68,PRD0904184,CL00073,DEP00021,G00007,D00002,,,,994102000044942,M,MM,Top Up,Fresh,STORE00024,LS,W02
200626,20060826,7,20,3,2.76,PRD0900098,CL00073,DEP00021,G00007,D00002,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060824,5,17,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000502425,MM,YF,994102000477241,L,MM,Top Up,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060821,2,08,1,0.49,PRD0900224,CL00116,DEP00042,G00011,D00003,CUST0000594919,MM,YA,994102000534893,M,MM,Top Up,Mixed,STORE00025,XLS,S02
200626,20060826,7,20,1,1.24,PRD0900251,CL00061,DEP00018,G00006,D00002,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,1,0.35,PRD0900630,CL00128,DEP00046,G00013,D00003,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060826,7,21,1,0.74,PRD0900733,CL00070,DEP00020,G00007,D00002,CUST0000926381,LA,OT,994102000742699,M,UM,Top Up,Mixed,STORE00025,XLS,S02
200626,20060826,7,20,1,1.26,PRD0900754,CL00130,DEP00047,G00013,D00003,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,3,2.34,PRD0900781,CL00156,DEP00053,G00016,D00003,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060824,5,17,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000502425,MM,YF,994102000477241,L,MM,Top Up,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,1,1.22,PRD0900986,CL00151,DEP00052,G00015,D00003,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,1,2.53,PRD0901325,CL00074,DEP00021,G00007,D00002,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,1,1.72,PRD0901376,CL00077,DEP00022,G00007,D00002,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060826,7,20,1,0.41,PRD0901382,CL00128,DEP00046,G00013,D00003,CUST0000851739,MM,OT,994102000695676,L,LA,Full Shop,Fresh,STORE00025,XLS,S02
200626,20060824,5,17,1,0.84,PRD0901505,CL00014,DEP00004,G00003,D00001,CUST0000502425,MM,YF,994102000477241,L,MM,Top Up,Fresh,STORE00025,XLS,S02
200626,20060824,5,17,1,0.43,PRD0901630,CL00159,DEP00054,G00016,D00003,CUST0000502425,MM,YF,994102000477241,L,MM,Top Up,Fresh,STORE00025,XLS,S02
200626,20060824,5,17,1,0.29,PRD0901770,CL00164,DEP00055,G00016,D00003,CUST0000502425,MM,YF,994102000477241,L,MM,Top Up,Fresh,STORE00025,XLS,S02
